Epoch,G_Loss,D_Loss,Val_PSNR,Val_SSIM,Val_IFC,Set5_PSNR,Set5_SSIM,Set5_IFC,Set14_PSNR,Set14_SSIM,Set14_IFC
239,0.005813,0.000012,31.0711,0.874059,2.568115,28.1829,0.832334,2.687951,24.9600,0.707516,2.726694
240,0.005888,0.000018,31.2768,0.874274,2.567895,28.1060,0.831177,2.687637,24.9049,0.705348,2.723919
241,0.005874,0.000002,31.2741,0.873359,2.572985,28.3003,0.833224,2.691668,25.0193,0.708273,2.732048
242,0.005812,0.074137,31.3295,0.875126,2.570311,28.1969,0.832002,2.690530,24.9650,0.707135,2.728322
243,0.005849,0.064683,31.2130,0.875178,2.567933,28.2096,0.833342,2.687530,24.9771,0.707749,2.725533
244,0.005748,0.000005,31.2606,0.873219,2.566573,28.1005,0.829804,2.686389,24.9040,0.704699,2.723195
245,0.005860,0.037093,31.3876,0.877004,2.566700,28.2012,0.832554,2.687216,24.9322,0.707513,2.723672
246,0.005760,0.000002,31.3984,0.875990,2.570784,28.2539,0.832414,2.689485,24.9999,0.707996,2.728891
247,0.005802,0.000002,31.2805,0.873260,2.570642,28.2721,0.832568,2.690390,25.0137,0.707319,2.728751
248,0.005816,0.036161,31.0542,0.874672,2.570031,28.1925,0.833131,2.689031,24.9294,0.708272,2.728714
249,0.005837,0.002015,31.1070,0.870740,2.565022,28.0060,0.827311,2.684667,24.8443,0.703300,2.719859
250,0.005840,0.000003,31.0958,0.873254,2.569778,28.1609,0.831477,2.690615,24.9207,0.706395,2.727659
251,0.005810,0.000002,31.2448,0.872981,2.569850,28.1742,0.831453,2.688927,24.9899,0.706978,2.727022
252,0.005872,0.018113,31.2007,0.872997,2.566474,28.0261,0.828490,2.685776,24.8953,0.703511,2.722672
253,0.005781,0.006662,31.3378,0.874853,2.567070,28.1548,0.830991,2.686778,24.9408,0.708407,2.724941
254,0.005953,0.166327,31.4268,0.876290,2.569061,28.2103,0.831915,2.687718,24.9973,0.707203,2.726046
255,0.005813,0.020169,31.0712,0.877388,2.568252,28.1076,0.832274,2.689171,24.9469,0.707715,2.726657
256,0.005734,0.000003,31.3738,0.876134,2.565748,28.1918,0.832343,2.687227,24.9916,0.708075,2.723309
257,0.005795,0.001895,31.1986,0.874004,2.567569,28.1460,0.832266,2.687661,24.9055,0.706203,2.723614
258,0.005842,0.041799,30.4750,0.856775,2.557490,27.6693,0.817089,2.681644,24.6088,0.687115,2.707916
259,0.005755,0.067106,31.2725,0.876639,2.568231,28.1786,0.831701,2.687522,24.9323,0.706917,2.724718
260,0.005671,0.000003,31.3718,0.875933,2.568253,28.1702,0.831548,2.687880,24.9884,0.708417,2.726488
261,0.005730,0.000002,31.2520,0.875410,2.566764,28.1378,0.831131,2.688214,24.9309,0.707016,2.723894
262,0.005849,0.105085,31.3123,0.876074,2.567915,28.1145,0.831347,2.687893,24.9311,0.706311,2.725805
263,0.005724,0.005425,31.2721,0.874080,2.573192,28.3044,0.833565,2.692174,25.0440,0.708978,2.732166
264,0.005821,0.116409,31.2756,0.875068,2.567590,28.1324,0.831249,2.687511,24.8821,0.704925,2.723891
265,0.005885,0.759826,30.9210,0.864058,2.571726,28.0220,0.820539,2.690266,24.8561,0.695529,2.729907
266,0.005730,0.774670,30.8501,0.860983,2.564588,27.6807,0.813081,2.684777,24.6508,0.683845,2.717879
267,0.005751,0.776494,30.1361,0.859627,2.561413,27.5257,0.812176,2.681767,24.5009,0.684166,2.715406
268,0.005754,0.791870,30.5952,0.856489,2.565555,27.5969,0.807677,2.686250,24.5630,0.678344,2.718257
269,0.005818,0.758139,30.9279,0.865219,2.566711,27.8210,0.817402,2.685518,24.7286,0.690481,2.721407
270,0.005807,0.672765,30.8266,0.864317,2.574457,28.0914,0.820508,2.690588,25.0092,0.699010,2.734506
271,0.005801,0.259779,31.1179,0.873941,2.566463,27.9880,0.828244,2.686007,24.8612,0.702672,2.722725
272,0.005709,0.065902,31.2930,0.875688,2.567624,28.1758,0.831104,2.687399,24.9492,0.707410,2.725954
273,0.005699,0.000009,31.2294,0.873230,2.567109,28.1017,0.829894,2.686523,24.9015,0.703850,2.724490
274,0.005799,0.066231,31.3131,0.877827,2.567909,28.1477,0.832308,2.687640,24.9517,0.707379,2.724553
275,0.005793,0.109034,31.4960,0.879057,2.566559,28.1319,0.830990,2.687099,24.9456,0.706246,2.723258
276,0.005660,0.000056,31.2557,0.875765,2.566768,28.0518,0.828963,2.687380,24.8681,0.703215,2.722748
277,0.005883,0.196831,31.2235,0.873392,2.573094,28.2957,0.832923,2.692369,24.9980,0.708700,2.733419
278,0.005763,0.067744,31.4250,0.877418,2.568400,28.1911,0.831578,2.688165,24.9599,0.707496,2.725963
279,0.005647,0.000006,31.4153,0.877081,2.566599,28.1520,0.831020,2.687027,24.9105,0.706198,2.723510
280,0.005716,0.024982,31.3869,0.877184,2.566616,28.1428,0.831625,2.687155,24.9377,0.706761,2.723819
281,0.005696,0.000004,31.3927,0.877671,2.566439,28.1485,0.830927,2.687052,24.9157,0.705569,2.722892
282,0.005656,0.000026,31.2618,0.876200,2.566634,28.1278,0.830816,2.687005,24.8988,0.703914,2.723514
283,0.005673,0.000002,31.2349,0.875358,2.565803,28.0469,0.829475,2.686307,24.8525,0.702433,2.721428
284,0.005708,0.000001,31.3410,0.875593,2.569098,28.1382,0.829581,2.688817,24.9058,0.703690,2.726112
285,0.005734,0.005629,31.3950,0.876648,2.568605,28.1721,0.830299,2.689536,24.9623,0.707007,2.727082
286,0.005591,0.000003,31.3794,0.877443,2.565506,28.1096,0.830605,2.686010,24.8981,0.705096,2.721882
287,0.005662,0.010054,31.2501,0.874240,2.575175,28.2532,0.830934,2.692277,25.0167,0.707572,2.735275
288,0.005673,0.014079,31.3881,0.877076,2.568468,28.2557,0.833346,2.689292,24.9592,0.707349,2.726702
289,0.005697,0.000002,31.3497,0.876402,2.567705,28.1100,0.830273,2.687661,24.9070,0.705325,2.724811
290,0.005736,0.000001,31.3497,0.875571,2.567830,28.1361,0.829943,2.688095,24.9280,0.704026,2.724811
291,0.005741,0.000000,31.2819,0.875203,2.563570,27.9646,0.826538,2.684556,24.8234,0.700408,2.718424
292,0.005752,0.022029,31.4575,0.878174,2.567814,28.1744,0.831554,2.688280,24.9717,0.707166,2.725480
293,0.005661,0.011474,31.2711,0.878738,2.567367,28.1786,0.832557,2.687518,24.9327,0.707561,2.725257
294,0.005712,0.065916,31.2266,0.877971,2.569423,28.1023,0.830797,2.689735,24.9134,0.705796,2.726808
295,0.005646,0.000003,31.1664,0.874831,2.569762,28.2493,0.832553,2.689352,24.9964,0.708391,2.728764
296,0.005615,0.001210,31.1159,0.876786,2.568076,28.1639,0.832573,2.688116,24.9619,0.708372,2.726464
297,0.005629,0.000002,31.3929,0.876307,2.569353,28.1733,0.830971,2.690214,24.9434,0.705147,2.728252
298,0.005668,0.000001,31.3507,0.876996,2.565431,28.1098,0.829965,2.686864,24.9338,0.705222,2.721884
299,0.005779,0.038996,31.4531,0.879544,2.566912,28.2030,0.832829,2.689303,24.9106,0.706123,2.723344
300,0.005708,0.004973,31.3046,0.876486,2.569192,28.1739,0.831310,2.689886,24.9520,0.706602,2.727214
301,0.005690,0.000019,31.3634,0.877244,2.563574,28.0610,0.828785,2.684292,24.8767,0.703609,2.719620
302,0.005707,0.000001,31.3608,0.877293,2.564440,28.0645,0.829216,2.684866,24.8532,0.703567,2.719981
303,0.005718,0.013137,31.4706,0.879077,2.566232,28.2354,0.833864,2.686884,24.9730,0.709116,2.724121
304,0.005606,0.004369,31.4319,0.877711,2.567032,28.1400,0.830560,2.688114,24.9484,0.706271,2.724921
305,0.005657,0.000003,31.3852,0.876991,2.568682,28.1667,0.831471,2.688094,24.9406,0.706487,2.726701
306,0.005682,0.000001,31.3670,0.877381,2.565591,28.0487,0.828937,2.686457,24.8918,0.704389,2.721593
307,0.005842,0.227152,30.5759,0.852674,2.564519,27.6227,0.806959,2.684905,24.5516,0.671497,2.716324
308,0.005745,0.128664,31.3205,0.877778,2.568371,28.1107,0.830826,2.689566,24.9139,0.704374,2.726058
309,0.005646,0.039274,31.3467,0.875188,2.569563,28.1963,0.830672,2.689059,24.9544,0.703678,2.726742
310,0.005721,0.081284,31.4752,0.878596,2.569785,28.2778,0.832951,2.689543,25.0140,0.708079,2.728033
311,0.005588,0.000003,31.2191,0.874623,2.564873,28.0327,0.828336,2.685823,24.8772,0.702893,2.720948
312,0.005705,0.002744,31.3572,0.880588,2.566664,28.1336,0.832316,2.686496,24.9318,0.707145,2.722839
313,0.005610,0.002866,31.3421,0.877352,2.562808,28.0513,0.829033,2.683364,24.8517,0.703335,2.718011
314,0.005791,0.089764,31.4197,0.877957,2.566859,28.0705,0.829553,2.686558,24.8892,0.702443,2.723030
315,0.005538,0.000005,31.4388,0.878210,2.565554,28.1500,0.831296,2.686791,24.8852,0.703590,2.721610
316,0.005562,0.000002,31.0967,0.875621,2.564336,27.9492,0.826882,2.685279,24.7849,0.700697,2.720553
317,0.005612,0.000684,31.3655,0.876735,2.566224,28.0909,0.829313,2.687394,24.8582,0.702303,2.722221
318,0.005724,0.107593,30.9652,0.870936,2.567966,27.9166,0.823040,2.688135,24.7888,0.693402,2.725097
319,0.005656,0.052655,31.4306,0.878368,2.570095,28.2036,0.832300,2.690221,24.9361,0.706178,2.727470
320,0.005486,0.000002,31.4498,0.877694,2.568144,28.1841,0.831098,2.688224,24.9401,0.706598,2.724912
321,0.005546,0.002920,31.3458,0.879326,2.567861,28.1753,0.831876,2.688248,24.9256,0.706160,2.725525
322,0.005721,0.094058,31.2759,0.879697,2.564233,28.1259,0.832542,2.685248,24.8590,0.705548,2.720505
323,0.005520,0.013775,31.2236,0.876456,2.567587,28.0986,0.829972,2.687604,24.8999,0.705481,2.725512
324,0.005534,0.005546,31.1708,0.875643,2.564168,28.0108,0.829351,2.685056,24.8420,0.703082,2.720430
325,0.005776,0.067354,31.3702,0.876882,2.571614,28.2267,0.833289,2.691086,24.9902,0.707388,2.730508
326,0.005597,0.103595,31.5366,0.880482,2.568441,28.2000,0.832408,2.689474,24.9408,0.707229,2.726241
327,0.005471,0.000001,31.3993,0.879328,2.566472,28.0444,0.829582,2.687625,24.8574,0.704130,2.722623
328,0.005525,0.000009,31.3064,0.875483,2.569011,28.0869,0.829041,2.688690,24.9099,0.703239,2.725388
329,0.005602,0.002534,31.4614,0.879130,2.564214,28.0648,0.829228,2.684983,24.8745,0.704051,2.718378
330,0.005530,0.000001,31.4425,0.878381,2.573132,28.3179,0.833508,2.692023,25.0565,0.710267,2.732398
331,0.005584,0.000002,31.3643,0.878070,2.564724,28.0014,0.828590,2.685174,24.8491,0.703824,2.720416
332,0.005586,0.007474,31.4994,0.879353,2.568071,28.1762,0.832139,2.687718,24.9401,0.707291,2.725684
333,0.005483,0.000001,31.4801,0.878729,2.567039,28.1229,0.830677,2.687138,24.8902,0.704171,2.721684
334,0.005517,0.000000,31.4431,0.878407,2.571044,28.2945,0.833676,2.690426,25.0094,0.708809,2.729307
335,0.005565,0.008177,31.4022,0.876956,2.565439,28.0818,0.829778,2.686037,24.9127,0.704153,2.721025
336,0.005501,0.000017,31.2349,0.876157,2.564725,27.9725,0.827307,2.685357,24.8145,0.700574,2.719238
337,0.005696,0.025101,31.6246,0.882407,2.565474,28.1750,0.833265,2.685853,24.9377,0.707537,2.721571
338,0.005526,0.000000,31.5051,0.880702,2.568151,28.2399,0.833703,2.688242,24.9791,0.709016,2.725422
339,0.005557,0.000000,31.4608,0.879884,2.564887,28.0647,0.831023,2.684626,24.8591,0.705313,2.719768
340,0.005558,0.004537,31.5512,0.880301,2.568906,28.1782,0.832534,2.688027,24.9291,0.707052,2.725556
341,0.005474,0.000000,31.5930,0.881050,2.569036,28.2479,0.833754,2.689069,24.9692,0.709351,2.727207
342,0.005468,0.000000,31.3204,0.880013,2.567546,28.0152,0.830251,2.687769,24.8194,0.703485,2.722739
343,0.005536,0.051808,31.4317,0.881113,2.566079,28.1176,0.831508,2.687083,24.8824,0.705289,2.721235
344,0.005364,0.000001,31.5483,0.880605,2.564862,28.1391,0.832365,2.686539,24.8999,0.705708,2.720614
345,0.005459,0.012845,31.5154,0.880750,2.565430,28.1306,0.831671,2.685865,24.8623,0.705829,2.720355
346,0.005488,0.000141,31.4861,0.879793,2.566926,28.1592,0.832064,2.688028,24.9105,0.705506,2.723327
347,0.005559,0.015695,31.4386,0.878488,2.569180,28.2594,0.833781,2.688791,24.9750,0.708105,2.726701
348,0.005599,0.021413,31.2253,0.878329,2.568527,28.1563,0.832087,2.688828,24.9202,0.705496,2.725589
349,0.005474,0.000001,31.4440,0.878416,2.567564,28.1011,0.830377,2.687363,24.8920,0.703538,2.723084
350,0.005432,0.000001,31.3816,0.878325,2.566951,28.1207,0.830281,2.687131,24.8640,0.704192,2.722630
351,0.005486,0.000057,30.9425,0.868803,2.565708,27.9856,0.825803,2.686236,24.7831,0.696011,2.719315
352,0.005599,0.022708,31.6274,0.882425,2.567096,28.2272,0.833513,2.687472,24.9253,0.707073,2.722641
353,0.005420,0.000000,31.5765,0.881434,2.563513,28.0602,0.830950,2.684678,24.8269,0.703801,2.717577
354,0.005402,0.000000,31.4936,0.881597,2.563049,28.0851,0.831490,2.685199,24.8456,0.704014,2.717514
355,0.005427,0.000000,31.5627,0.881045,2.564957,28.1329,0.831159,2.686328,24.8474,0.703397,2.718956
356,0.005429,0.000000,31.5430,0.881394,2.564779,28.1265,0.831226,2.685776,24.8716,0.704644,2.719316
357,0.005489,0.010071,31.4350,0.879576,2.567005,28.1180,0.830334,2.687141,24.8996,0.703466,2.723052
358,0.005513,0.011596,31.4044,0.878029,2.564103,27.9549,0.826602,2.684921,24.7994,0.700978,2.717648
359,0.005401,0.000001,31.4187,0.879476,2.562509,28.1197,0.830542,2.684110,24.8830,0.705035,2.717697
360,0.005383,0.000000,31.5629,0.880471,2.568488,28.2108,0.832476,2.688985,24.9504,0.706536,2.724801
361,0.005534,0.000001,31.4433,0.882740,2.567593,28.1386,0.832155,2.688681,24.9249,0.706366,2.723484
362,0.005485,0.000000,31.5104,0.880405,2.565708,28.1380,0.831345,2.686614,24.9045,0.704985,2.721332
363,0.005460,0.000000,31.2141,0.878708,2.564094,28.0180,0.829108,2.686179,24.8030,0.702076,2.718912
364,0.005557,0.051292,31.2677,0.878916,2.563449,27.9292,0.826436,2.684040,24.7820,0.699423,2.718384
365,0.005627,0.090244,31.3326,0.876848,2.569437,28.0792,0.827632,2.689988,24.8660,0.700976,2.726195
366,0.005754,0.370976,30.6703,0.873570,2.565346,27.9432,0.826212,2.684292,24.8369,0.698683,2.721777
367,0.005489,0.037545,30.5626,0.854165,2.567796,27.8049,0.809500,2.687632,24.7190,0.677264,2.721249
368,0.005603,0.237827,31.6102,0.882325,2.565653,28.1305,0.831244,2.686594,24.8846,0.704731,2.721267
369,0.005449,0.042955,31.4957,0.880725,2.567795,28.1237,0.830470,2.688162,24.9030,0.706228,2.724344
370,0.005419,0.098084,30.5974,0.863580,2.568948,27.8817,0.816475,2.688938,24.8057,0.689260,2.725837
371,0.005546,0.119848,30.8335,0.871669,2.568472,27.9458,0.822641,2.688324,24.7849,0.695962,2.725694
372,0.005533,0.145555,30.9738,0.864676,2.563554,27.8532,0.814617,2.685168,24.7035,0.684265,2.717161
373,0.005735,0.245355,31.3824,0.879904,2.565375,28.1648,0.830515,2.686736,24.9059,0.704291,2.721909
374,0.005479,0.044825,31.6256,0.881650,2.566091,28.1134,0.830316,2.686868,24.8802,0.703818,2.721988
375,0.005356,0.013336,31.4917,0.879199,2.562942,27.8790,0.824729,2.683819,24.7047,0.695423,2.715500
376,0.005490,0.089503,31.5590,0.882592,2.565306,28.0874,0.831070,2.686238,24.8572,0.703828,2.720368
377,0.005429,0.013516,31.4813,0.880744,2.563947,28.0009,0.829061,2.684497,24.8041,0.700667,2.717322
378,0.005271,0.000003,31.2981,0.879434,2.565191,28.0462,0.829262,2.686037,24.8121,0.701291,2.719834
379,0.005479,0.036713,31.6012,0.882048,2.564479,28.0498,0.829958,2.685832,24.8254,0.702138,2.718867
380,0.005361,0.003460,31.2952,0.877943,2.564746,28.0513,0.828897,2.685904,24.8368,0.700833,2.719388
381,0.005394,0.000014,31.3255,0.877598,2.565758,28.0131,0.827735,2.686067,24.8064,0.699627,2.720482
382,0.005389,0.006335,30.9846,0.879254,2.564126,27.9360,0.827938,2.685932,24.7350,0.699593,2.718045
383,0.005308,0.000001,31.2385,0.879978,2.563995,28.0763,0.830530,2.685392,24.8361,0.702972,2.718822
384,0.005349,0.000001,31.1250,0.879477,2.565340,28.0571,0.830377,2.685889,24.8459,0.702855,2.720590
385,0.005416,0.016143,31.3952,0.881100,2.564812,28.0474,0.830758,2.684839,24.8299,0.702994,2.719105
386,0.005396,0.006172,31.5610,0.881830,2.565419,28.0192,0.828256,2.686144,24.8399,0.701488,2.720127
387,0.005308,0.008328,31.2387,0.877799,2.564570,27.9487,0.826652,2.685244,24.7821,0.698662,2.718374
388,0.005406,0.020769,30.7496,0.865568,2.564065,27.7422,0.818117,2.686543,24.6638,0.688537,2.717600
389,0.005673,0.221260,31.6689,0.883176,2.565900,28.1257,0.831083,2.685948,24.8904,0.704707,2.721046
390,0.005400,0.012080,31.5678,0.883131,2.563224,28.0447,0.830575,2.684626,24.8235,0.703313,2.717458
391,0.005275,0.000001,31.5554,0.882419,2.564759,28.1158,0.831294,2.686579,24.8332,0.703336,2.718501
392,0.005268,0.000000,31.3493,0.881005,2.564122,28.0408,0.829652,2.685178,24.8332,0.702134,2.717969
393,0.005286,0.000000,31.3696,0.880959,2.564097,28.0266,0.829544,2.685066,24.8370,0.703002,2.717942
394,0.005400,0.000033,31.5742,0.883321,2.565166,28.0826,0.831347,2.686485,24.8324,0.703628,2.719995
395,0.005350,0.012141,31.5014,0.881121,2.563055,28.0041,0.829122,2.684070,24.8035,0.701409,2.716332
396,0.005239,0.000001,31.4691,0.880447,2.563687,28.0399,0.829564,2.684793,24.8417,0.703338,2.717979
397,0.005435,0.008694,31.5659,0.882511,2.562796,27.9844,0.828872,2.683075,24.7961,0.700685,2.715354
398,0.005321,0.007347,31.0745,0.876885,2.565666,27.9901,0.828464,2.685970,24.8146,0.702180,2.722484
399,0.005263,0.000002,31.4089,0.880597,2.564761,28.0782,0.830478,2.686054,24.8613,0.703313,2.719397
400,0.005243,0.000007,31.3218,0.880307,2.564431,28.0667,0.830138,2.685193,24.8381,0.702630,2.718355
401,0.005304,0.000001,31.2088,0.879189,2.565063,28.0251,0.828659,2.686159,24.8054,0.701186,2.718859
402,0.005334,0.000000,31.3009,0.879942,2.564176,28.0249,0.829054,2.684121,24.8450,0.702823,2.718038
403,0.005352,0.000000,31.3531,0.879623,2.564841,27.9706,0.827728,2.685575,24.7969,0.701777,2.718906
404,0.005459,0.028497,31.6358,0.882655,2.566636,28.1024,0.830612,2.687600,24.8622,0.703552,2.721870
405,0.005245,0.000001,31.5809,0.882163,2.562501,28.0332,0.829791,2.683759,24.8321,0.702449,2.716200
406,0.005267,0.000000,31.6422,0.882038,2.567634,28.1198,0.830856,2.686973,24.8738,0.704596,2.722718
407,0.005408,0.025585,31.6280,0.882751,2.564249,28.0872,0.830575,2.685815,24.8536,0.703091,2.718385
408,0.005245,0.000000,31.5938,0.881800,2.565526,28.1175,0.831066,2.686370,24.8429,0.703130,2.719815
409,0.005259,0.000000,31.4975,0.880320,2.566915,28.1074,0.830367,2.687085,24.8908,0.702812,2.720645
410,0.005440,0.002950,31.5848,0.883135,2.563962,28.0037,0.829179,2.685326,24.8076,0.700901,2.716847
411,0.005526,0.202670,31.3055,0.878701,2.557843,27.7211,0.821228,2.679252,24.6044,0.692090,2.707476
412,0.005328,0.009697,31.4466,0.882313,2.565624,28.0503,0.830919,2.686175,24.8305,0.703646,2.718876
413,0.005204,0.000001,31.5592,0.881600,2.563976,28.0265,0.829325,2.685119,24.8046,0.701317,2.717209
414,0.005236,0.000000,31.4972,0.880851,2.565488,28.1115,0.830599,2.685812,24.8774,0.704313,2.720054
415,0.005242,0.000000,31.3620,0.880289,2.562741,28.0056,0.829482,2.683603,24.7952,0.701663,2.715336
416,0.005249,0.000000,31.5174,0.882276,2.565949,28.1539,0.832155,2.686450,24.8784,0.704566,2.720300
417,0.005240,0.000000,31.4976,0.881892,2.564943,28.0860,0.830587,2.686179,24.8443,0.703588,2.718593
418,0.005254,0.000000,31.4896,0.882108,2.566120,28.0953,0.830921,2.687242,24.8413,0.702880,2.719984
419,0.005270,0.000000,31.5265,0.881752,2.565137,28.0624,0.830539,2.685809,24.8328,0.703118,2.719558
420,0.005292,0.003102,31.4903,0.881862,2.565890,28.0912,0.830399,2.685920,24.8485,0.703375,2.720604
421,0.005210,0.000000,31.2824,0.878989,2.565947,28.0015,0.827868,2.685944,24.7828,0.700198,2.718136
422,0.005238,0.000000,31.3801,0.880005,2.561022,27.9494,0.827760,2.682306,24.7572,0.699754,2.712315
423,0.005621,0.088038,31.5989,0.883168,2.565457,28.1115,0.831923,2.685709,24.8443,0.704143,2.719957
424,0.005373,0.000001,31.6623,0.882991,2.565806,28.1287,0.831497,2.686438,24.8604,0.703950,2.720193
425,0.005200,0.000000,31.5109,0.881061,2.564271,28.0209,0.828438,2.685771,24.7765,0.701048,2.717312
426,0.005208,0.000000,31.5426,0.881095,2.564043,28.0506,0.829324,2.684850,24.8052,0.702178,2.717961
427,0.005266,0.000000,31.5502,0.882082,2.563877,28.0091,0.828802,2.684984,24.7863,0.701552,2.717281
428,0.005335,0.007012,31.6252,0.883265,2.562516,27.9875,0.829724,2.683931,24.7633,0.700690,2.714986
429,0.005305,0.001985,31.6506,0.883922,2.563894,28.0447,0.830367,2.685195,24.8715,0.703488,2.717494
430,0.005291,0.000003,31.5605,0.882429,2.562380,27.9367,0.827937,2.683319,24.7607,0.700003,2.714198
431,0.005198,0.000000,31.5602,0.882474,2.564352,28.0191,0.829373,2.685142,24.8218,0.702356,2.717684
432,0.005227,0.000000,31.3624,0.881177,2.565148,27.9840,0.828863,2.685975,24.7681,0.701190,2.717484
433,0.005374,0.019048,31.6546,0.883911,2.564259,28.0337,0.830691,2.684721,24.8127,0.702325,2.717306
434,0.005383,0.022506,31.5688,0.882909,2.563846,28.0561,0.830825,2.684840,24.8394,0.703544,2.717687
435,0.005162,0.000000,31.4354,0.881618,2.564552,28.0892,0.831270,2.685300,24.8548,0.704136,2.718703
436,0.005326,0.003177,31.6713,0.883780,2.565341,28.0572,0.830237,2.686784,24.8132,0.702581,2.719485
437,0.005281,0.000058,31.5490,0.882271,2.562743,27.9607,0.828738,2.683780,24.7653,0.701082,2.715089
438,0.005196,0.000000,31.5088,0.881994,2.561739,27.9541,0.828290,2.683628,24.7172,0.699268,2.712870
439,0.005191,0.000000,31.3772,0.881187,2.564441,28.0664,0.830530,2.684657,24.8227,0.703037,2.717449
440,0.005202,0.000000,31.1783,0.879485,2.565252,28.0287,0.830418,2.685574,24.8325,0.703748,2.719344
441,0.005410,0.015243,31.7138,0.884372,2.565419,28.1313,0.831487,2.686849,24.8686,0.704310,2.719639
442,0.005346,0.002491,31.6844,0.883778,2.563372,28.0193,0.830025,2.684769,24.7953,0.701990,2.716105
443,0.005210,0.000000,31.5757,0.882957,2.563128,28.0024,0.829996,2.684477,24.7820,0.702303,2.716714
444,0.005181,0.000000,31.1011,0.880694,2.566755,27.9565,0.828671,2.687745,24.7572,0.701888,2.719880
445,0.005200,0.000000,31.3888,0.881125,2.563232,27.9966,0.828770,2.684024,24.7902,0.701800,2.716037
446,0.005230,0.000000,31.3853,0.880573,2.563743,27.9954,0.828209,2.685175,24.7841,0.700955,2.716916
447,0.005238,0.000000,31.3932,0.880757,2.564617,28.0501,0.829558,2.686212,24.8043,0.701871,2.717879
448,0.005357,0.000083,31.6236,0.883403,2.563836,28.0053,0.829212,2.685756,24.7857,0.701007,2.716889
449,0.005332,0.007724,31.6247,0.882944,2.564205,28.0789,0.831140,2.686109,24.8136,0.702410,2.717830
450,0.005186,0.000000,31.5484,0.881898,2.564401,28.0308,0.829765,2.685578,24.8059,0.702120,2.717619
451,0.005152,0.000000,31.4945,0.881144,2.561808,27.9976,0.828837,2.683242,24.7816,0.701121,2.713952
452,0.005185,0.000000,31.4708,0.880864,2.563623,28.0278,0.830094,2.685500,24.7981,0.701307,2.716520
453,0.005186,0.000000,31.2134,0.880018,2.563489,27.8924,0.827226,2.685150,24.7103,0.698555,2.715328
454,0.005204,0.000000,31.4890,0.881277,2.564004,28.0512,0.829615,2.685627,24.8072,0.701519,2.717548
455,0.005228,0.000000,31.3884,0.880652,2.564305,28.0734,0.830981,2.684817,24.8040,0.703284,2.717458
456,0.005218,0.000000,31.2993,0.879750,2.562182,27.9962,0.828433,2.683936,24.7685,0.701442,2.714638
457,0.005262,0.000000,31.3114,0.880184,2.562724,27.9531,0.828347,2.684454,24.7488,0.699375,2.714309
458,0.005257,0.000000,31.4783,0.881937,2.563404,28.0412,0.829918,2.684899,24.7995,0.702324,2.716816
459,0.005255,0.000000,31.5371,0.882361,2.564468,28.0512,0.830104,2.685909,24.7969,0.702307,2.717627
460,0.005289,0.000000,31.6605,0.883950,2.564292,28.0358,0.829997,2.685087,24.8000,0.702069,2.717327
461,0.005284,0.000498,31.6543,0.883913,2.563131,28.0225,0.830120,2.684979,24.7846,0.701100,2.715484
462,0.005403,0.013504,31.6482,0.883712,2.564895,28.0349,0.829927,2.685933,24.8090,0.701597,2.718240
463,0.005258,0.000285,31.6860,0.883968,2.563573,28.0436,0.830533,2.685002,24.8132,0.702492,2.716351
464,0.005205,0.000003,31.6483,0.884208,2.562632,27.9640,0.829252,2.683723,24.7779,0.701571,2.715885
465,0.005232,0.006072,31.6368,0.882761,2.563520,28.0433,0.830303,2.684970,24.8243,0.702637,2.716226
466,0.005094,0.000000,31.5353,0.880997,2.562763,27.9845,0.828124,2.684125,24.7851,0.700405,2.714906
467,0.005189,0.002358,31.5663,0.883402,2.565392,27.9902,0.828960,2.685874,24.7976,0.702291,2.718247
468,0.005241,0.000063,31.6519,0.883320,2.562511,27.9603,0.828211,2.684345,24.7386,0.699234,2.714038
469,0.005177,0.000000,31.6500,0.883647,2.563255,27.9842,0.829222,2.684598,24.7892,0.701388,2.715101
470,0.005142,0.000000,31.5902,0.883169,2.562460,27.9908,0.829523,2.683824,24.7726,0.702164,2.715129
471,0.005233,0.030111,31.6537,0.883823,2.561776,27.9417,0.828771,2.683528,24.7352,0.699310,2.713214
472,0.005203,0.000000,31.6880,0.884194,2.563111,28.0283,0.829923,2.684377,24.8080,0.702755,2.716141
473,0.005170,0.000000,31.6305,0.882776,2.563493,28.0034,0.828929,2.684935,24.7981,0.700821,2.716491
474,0.005139,0.000000,31.5398,0.881511,2.563990,27.9315,0.826892,2.685097,24.7517,0.699361,2.716037
475,0.005297,0.000046,31.6846,0.884341,2.562918,28.0008,0.829468,2.684276,24.7833,0.701785,2.715241
476,0.005184,0.000000,31.5554,0.881980,2.562826,27.9863,0.828407,2.685031,24.7562,0.700143,2.714919
477,0.005165,0.000000,31.4887,0.881552,2.562193,27.9952,0.828705,2.684566,24.7930,0.701379,2.714494
478,0.005154,0.000000,31.4224,0.881716,2.563416,28.0439,0.829115,2.685195,24.7980,0.702222,2.716224
479,0.005179,0.000000,31.4687,0.881612,2.564863,28.0150,0.828455,2.685719,24.7911,0.701747,2.716821
480,0.005172,0.000000,31.4919,0.881929,2.563306,27.9436,0.828093,2.684363,24.7656,0.700974,2.715993
481,0.005191,0.000000,31.5267,0.882062,2.562256,27.9622,0.828693,2.683939,24.7610,0.700608,2.714073
482,0.005212,0.000000,31.5901,0.882531,2.561137,27.8928,0.827361,2.683102,24.7347,0.699535,2.713032
