Epoch,G_Loss,D_Loss,Val_PSNR,Val_SSIM,Val_IFC,Set5_PSNR,Set5_SSIM,Set5_IFC,Set14_PSNR,Set14_SSIM,Set14_IFC
240,0.006316,0.294547,30.7474,0.866843,2.548083,26.8953,0.793278,2.670259,24.1876,0.668841,2.694234
241,0.006384,0.297376,30.7202,0.863466,2.552512,26.8709,0.786945,2.672816,24.1988,0.664204,2.700172
242,0.006280,0.286815,30.6965,0.861993,2.550244,26.7430,0.781685,2.670904,24.0958,0.658919,2.695370
243,0.006304,0.286461,30.5239,0.860815,2.547781,26.6907,0.781098,2.668467,24.0844,0.660381,2.691502
244,0.006308,0.284477,30.6748,0.863326,2.551281,26.9347,0.789020,2.673004,24.2570,0.666322,2.699330
245,0.006323,0.281095,30.7024,0.865431,2.550912,27.0352,0.794055,2.673787,24.2415,0.668194,2.698424
246,0.006282,0.288432,30.7769,0.864512,2.555583,27.0436,0.790403,2.676699,24.2897,0.666988,2.704700
247,0.006307,0.288154,30.6088,0.860122,2.553055,26.7854,0.779297,2.673391,24.1325,0.657819,2.699666
248,0.006315,0.285087,30.7317,0.864253,2.557534,27.0972,0.791002,2.678728,24.3552,0.667919,2.707536
249,0.006291,0.282174,30.5328,0.864098,2.551406,26.8006,0.787186,2.671717,24.1816,0.665889,2.698421
250,0.006279,0.279483,30.6776,0.861720,2.552948,26.8169,0.782299,2.673352,24.1441,0.658972,2.698777
251,0.006256,0.281653,30.7307,0.862350,2.552900,26.8730,0.783247,2.672684,24.1919,0.661098,2.699295
252,0.006267,0.286965,30.7191,0.861959,2.555853,26.9039,0.784576,2.676069,24.1957,0.661499,2.703305
253,0.006281,0.287751,30.9458,0.868213,2.556869,27.1682,0.796442,2.676915,24.4276,0.675644,2.708927
254,0.006294,0.285665,30.7800,0.864202,2.554357,26.9649,0.788698,2.675356,24.2645,0.666875,2.703046
255,0.006251,0.276770,30.7593,0.863997,2.555056,26.8544,0.786032,2.673948,24.2267,0.663586,2.703486
256,0.006244,0.279593,30.7474,0.862978,2.555181,26.9946,0.787772,2.675833,24.2639,0.664671,2.704125
257,0.006242,0.279084,30.7189,0.863845,2.553327,26.9683,0.789617,2.674680,24.2586,0.666559,2.701435
258,0.006234,0.276424,30.6370,0.861810,2.557762,26.8992,0.783890,2.676895,24.2099,0.661985,2.704978
259,0.006239,0.281339,30.6213,0.861719,2.553943,26.8562,0.783830,2.673983,24.1717,0.660926,2.700862
260,0.006278,0.282198,30.7810,0.864491,2.554291,26.9003,0.786422,2.674211,24.2731,0.667235,2.702447
261,0.006236,0.276299,30.6928,0.861432,2.554565,26.9161,0.783608,2.675777,24.2183,0.660973,2.701714
262,0.006228,0.279674,30.8663,0.866636,2.555601,27.0501,0.791785,2.675568,24.3184,0.669429,2.704961
263,0.006224,0.273114,30.8383,0.865733,2.555665,27.0413,0.791153,2.676086,24.2902,0.668813,2.704687
264,0.006273,0.285745,30.6606,0.861580,2.552455,26.8743,0.783970,2.674218,24.1653,0.659334,2.697292
265,0.006215,0.275021,30.4510,0.860309,2.548305,26.7082,0.781319,2.668393,24.0753,0.658562,2.692242
266,0.006207,0.281808,30.7736,0.864652,2.554969,26.9758,0.789883,2.675761,24.2258,0.665608,2.701736
267,0.006189,0.271310,30.7181,0.864538,2.553806,26.8872,0.787911,2.674085,24.1985,0.663355,2.700336
268,0.006194,0.271652,30.7655,0.863823,2.555965,26.9659,0.786888,2.676240,24.2715,0.665469,2.704773
269,0.006191,0.280706,30.4992,0.859588,2.550878,26.7011,0.777711,2.670951,24.0789,0.655639,2.696115
270,0.006204,0.277362,30.7134,0.864004,2.550826,26.8876,0.788789,2.672449,24.1866,0.663126,2.697053
271,0.006190,0.275252,30.7208,0.863470,2.553322,26.9361,0.787459,2.675038,24.2549,0.666156,2.702835
272,0.006211,0.278790,30.7024,0.864490,2.550403,26.7463,0.784536,2.670763,24.0793,0.661226,2.693589
273,0.006177,0.273611,30.5943,0.863304,2.554210,26.8472,0.784691,2.675235,24.1634,0.660245,2.699347
274,0.006184,0.272612,30.7001,0.863925,2.550544,26.8719,0.785797,2.672590,24.1557,0.661333,2.695260
275,0.006166,0.268074,30.5892,0.862476,2.548258,26.6986,0.783258,2.668755,24.0661,0.659673,2.691722
276,0.006185,0.276336,30.6277,0.865358,2.556135,27.0381,0.792514,2.676837,24.3384,0.671724,2.708918
277,0.006159,0.277807,30.6275,0.861699,2.549581,26.6948,0.780833,2.670070,24.0719,0.658111,2.692826
278,0.006152,0.270711,30.7170,0.863564,2.551009,26.8581,0.785630,2.672178,24.1531,0.659885,2.694725
279,0.006160,0.275537,30.3196,0.863172,2.556525,26.9590,0.789363,2.678208,24.2105,0.664183,2.704242
280,0.006164,0.269943,30.6818,0.863149,2.550805,26.7870,0.785576,2.671760,24.1162,0.660377,2.695554
281,0.006139,0.267778,30.6567,0.861254,2.552822,26.8390,0.782030,2.673442,24.1649,0.660774,2.699890
282,0.006169,0.274570,30.7893,0.867085,2.552838,27.0111,0.793846,2.674828,24.2414,0.668784,2.698966
283,0.006139,0.267972,30.7671,0.863729,2.553044,26.9148,0.786715,2.674461,24.1536,0.660840,2.698051
284,0.006141,0.263402,30.6734,0.862340,2.550598,26.7299,0.782494,2.671246,24.0971,0.658753,2.694226
285,0.006155,0.285170,30.7390,0.866875,2.553467,26.9428,0.791886,2.674460,24.2177,0.667747,2.700742
286,0.006127,0.276560,30.6748,0.861343,2.552674,26.7951,0.780203,2.672571,24.1475,0.658455,2.698353
287,0.006141,0.277330,30.6384,0.860473,2.549141,26.6358,0.778152,2.668770,24.0028,0.652937,2.691155
288,0.006129,0.277257,30.6892,0.864435,2.551075,26.8165,0.786230,2.672236,24.1285,0.662738,2.696854
289,0.006127,0.274607,30.8032,0.865760,2.552194,26.9311,0.788878,2.672866,24.2257,0.665862,2.699333
290,0.006107,0.256982,30.7334,0.862981,2.551753,26.7545,0.782104,2.671677,24.1597,0.659920,2.697922
291,0.006126,0.271905,30.6872,0.862749,2.551335,26.8215,0.782736,2.671889,24.1312,0.659341,2.696145
292,0.006126,0.264771,30.6875,0.863755,2.549349,26.7065,0.781476,2.669976,24.0565,0.657290,2.691567
293,0.006118,0.267286,30.7814,0.864993,2.550908,26.8299,0.787494,2.671303,24.1453,0.662145,2.694707
294,0.006110,0.265127,30.6758,0.864007,2.552235,26.8093,0.785523,2.672926,24.1409,0.660968,2.696541
295,0.006092,0.271952,30.6867,0.863240,2.547965,26.6383,0.782162,2.668057,24.0321,0.657498,2.689031
296,0.006108,0.269278,30.5461,0.860604,2.549839,26.7209,0.779779,2.670305,24.0722,0.655995,2.693755
297,0.006104,0.274934,30.7363,0.863484,2.552259,26.8270,0.783982,2.672724,24.1670,0.661662,2.697590
298,0.006110,0.271411,30.7197,0.863355,2.553520,26.8237,0.783778,2.673645,24.1706,0.661464,2.699097
299,0.006092,0.269146,30.6345,0.862297,2.553831,26.8140,0.783097,2.674153,24.1438,0.659289,2.698656
300,0.006089,0.275407,30.8353,0.866420,2.556442,27.0244,0.792469,2.677398,24.2605,0.668343,2.704804
301,0.006088,0.260735,30.5137,0.862603,2.549662,26.6628,0.783501,2.669590,24.0468,0.660033,2.692516
302,0.006092,0.261135,30.7161,0.862744,2.550848,26.7447,0.780586,2.670440,24.0943,0.657746,2.694068
303,0.006065,0.267639,30.6874,0.862770,2.550130,26.7196,0.781157,2.670347,24.0784,0.658618,2.693298
304,0.006067,0.265902,30.6711,0.861613,2.548680,26.6729,0.779570,2.669109,24.0350,0.654877,2.689250
305,0.006088,0.264521,30.7353,0.863187,2.552476,26.8225,0.784875,2.672447,24.1567,0.661979,2.697428
306,0.006071,0.265344,30.6697,0.861406,2.551842,26.8116,0.781029,2.672405,24.1093,0.656757,2.695509
307,0.006072,0.269432,30.7282,0.863916,2.549343,26.7186,0.784140,2.670464,24.0576,0.659258,2.690855
308,0.006063,0.265062,30.7477,0.864147,2.549266,26.7764,0.784281,2.670885,24.1042,0.660238,2.692236
309,0.006068,0.265852,30.7375,0.862733,2.555245,26.8565,0.784051,2.674950,24.1950,0.661217,2.701896
310,0.006051,0.264810,30.8335,0.865340,2.554335,26.9261,0.787553,2.673742,24.2574,0.666355,2.700774
311,0.006058,0.266383,30.5176,0.861966,2.548345,26.6201,0.778454,2.667901,24.0178,0.655575,2.689737
312,0.006039,0.258371,30.7746,0.864473,2.552799,26.8428,0.785617,2.672806,24.1736,0.663068,2.697379
313,0.006055,0.268842,30.6962,0.862310,2.551238,26.7646,0.783069,2.671783,24.1316,0.658830,2.694570
314,0.006052,0.268818,30.7720,0.864024,2.551906,26.8198,0.783471,2.672277,24.1726,0.661739,2.697269
315,0.006046,0.266034,30.6043,0.862040,2.546441,26.5899,0.778144,2.667227,23.9843,0.653416,2.687490
316,0.006031,0.266646,30.6738,0.862871,2.548695,26.6501,0.782159,2.669477,24.0276,0.656248,2.688675
317,0.006038,0.267709,30.8193,0.865434,2.554294,26.9266,0.788169,2.675435,24.2287,0.664713,2.700776
318,0.006035,0.269242,30.7272,0.862613,2.552511,26.8099,0.784375,2.672907,24.1309,0.658828,2.695755
319,0.006034,0.258317,30.7671,0.864538,2.552018,26.8449,0.785711,2.672701,24.1787,0.662467,2.696424
320,0.006018,0.257485,30.7181,0.864096,2.551156,26.7544,0.784120,2.671941,24.0826,0.658898,2.693622
321,0.006024,0.267270,30.7113,0.863835,2.552598,26.7827,0.783279,2.672296,24.1442,0.660383,2.696194
322,0.006025,0.260094,30.7438,0.863590,2.552241,26.7485,0.781965,2.671658,24.1357,0.659656,2.695942
323,0.006018,0.265303,30.6558,0.862363,2.547115,26.5902,0.779818,2.667640,23.9903,0.655141,2.687284
324,0.006013,0.258734,30.8194,0.865965,2.554126,26.8813,0.788496,2.673702,24.1981,0.665163,2.698932
325,0.006014,0.256617,30.5932,0.861710,2.549365,26.6129,0.779715,2.668691,24.0251,0.656327,2.691117
326,0.006008,0.264552,30.8006,0.864613,2.553887,26.8749,0.786504,2.674283,24.1919,0.662632,2.698914
327,0.006003,0.261687,30.7390,0.864417,2.550134,26.7526,0.784947,2.670805,24.1020,0.660991,2.693468
328,0.005996,0.251994,30.7324,0.863788,2.549765,26.6689,0.781650,2.669828,24.0610,0.658628,2.691371
329,0.006007,0.266175,30.7027,0.862480,2.549718,26.6430,0.779133,2.669837,24.0392,0.655856,2.691628
330,0.005988,0.259179,30.6960,0.862288,2.550875,26.6937,0.779985,2.670394,24.0783,0.656312,2.693498
331,0.005983,0.261773,30.7035,0.862275,2.552845,26.7138,0.779268,2.672000,24.1316,0.657973,2.697397
332,0.006004,0.261048,30.7296,0.863225,2.553057,26.7953,0.783648,2.673448,24.1077,0.659320,2.695751
333,0.005974,0.261427,30.7485,0.864133,2.550304,26.7221,0.782499,2.670127,24.1193,0.660591,2.694054
334,0.005992,0.260204,30.7380,0.863766,2.553516,26.7898,0.783453,2.672756,24.1481,0.661272,2.697465
335,0.005983,0.263400,30.7545,0.864718,2.551935,26.8740,0.787918,2.672331,24.1927,0.664460,2.697250
336,0.005975,0.260808,30.8126,0.865072,2.554080,26.8984,0.786971,2.674682,24.2037,0.663635,2.699091
337,0.005978,0.257782,30.7599,0.863733,2.554302,26.8467,0.783197,2.674031,24.1766,0.661614,2.699176
338,0.005976,0.258297,30.5923,0.862392,2.550617,26.6609,0.780423,2.670191,24.0674,0.658371,2.693303
339,0.005949,0.258080,30.7719,0.864525,2.551746,26.7394,0.785014,2.671795,24.1212,0.661643,2.695485
340,0.005965,0.262732,30.7821,0.866100,2.553266,26.8828,0.789023,2.673383,24.2038,0.665601,2.698495
341,0.005957,0.261692,30.6709,0.861419,2.550200,26.6269,0.777361,2.669605,24.0291,0.654562,2.690739
342,0.005966,0.256245,30.6938,0.862901,2.551662,26.7888,0.783089,2.671890,24.1246,0.659809,2.695931
343,0.005957,0.265355,30.6845,0.862448,2.549751,26.6736,0.780743,2.669666,24.0676,0.657288,2.691421
344,0.005955,0.253848,30.7452,0.864271,2.550420,26.7486,0.783084,2.670227,24.1341,0.660111,2.693790
345,0.005956,0.257608,30.7091,0.863628,2.548928,26.6864,0.781919,2.669357,24.0650,0.657971,2.690626
346,0.005937,0.254748,30.7752,0.864408,2.552726,26.7390,0.781786,2.671821,24.1613,0.661632,2.697721
347,0.005947,0.250349,30.7471,0.864099,2.549293,26.6965,0.782571,2.669937,24.0880,0.659690,2.691251
348,0.005941,0.267147,30.7383,0.863623,2.553613,26.8005,0.783387,2.673118,24.1630,0.660977,2.697848
349,0.005941,0.257323,30.7210,0.863337,2.550957,26.7265,0.783403,2.670916,24.0973,0.659144,2.692785
350,0.005939,0.257664,30.8171,0.865484,2.553915,26.9557,0.789706,2.674571,24.2498,0.666470,2.700470
351,0.005936,0.260823,30.7010,0.862445,2.551458,26.7342,0.780911,2.671691,24.0895,0.657688,2.694221
352,0.005941,0.266033,30.8084,0.865776,2.552005,26.8473,0.787194,2.672080,24.1852,0.665007,2.696971
353,0.005928,0.263475,30.6494,0.861852,2.549919,26.5810,0.776668,2.668682,24.0407,0.655276,2.691349
354,0.005924,0.252008,30.7191,0.864991,2.551416,26.7365,0.784864,2.670182,24.1290,0.662746,2.694655
355,0.005920,0.257967,30.7719,0.864766,2.552818,26.8432,0.787503,2.672839,24.1688,0.663596,2.697727
356,0.005916,0.255657,30.7417,0.864099,2.551131,26.7500,0.784064,2.671493,24.1219,0.661387,2.694183
357,0.005927,0.260042,30.7286,0.864134,2.551521,26.7644,0.783396,2.671598,24.0924,0.659414,2.693299
358,0.005912,0.258457,30.7780,0.864197,2.553542,26.7982,0.784058,2.672774,24.1669,0.662108,2.697864
359,0.005918,0.256896,30.8086,0.865668,2.554768,26.8686,0.787984,2.674559,24.2232,0.665355,2.699392
360,0.005914,0.261217,30.7240,0.863378,2.550399,26.6745,0.781095,2.669541,24.0926,0.659236,2.692570
361,0.005903,0.252028,30.8113,0.865903,2.554338,26.8745,0.788317,2.674155,24.2133,0.665820,2.699536
362,0.005899,0.255919,30.6998,0.862588,2.550030,26.6250,0.779206,2.669248,24.0292,0.656498,2.690637
363,0.005905,0.259972,30.7362,0.863672,2.550295,26.6962,0.781616,2.670272,24.1024,0.659904,2.693072
364,0.005898,0.257385,30.8142,0.865567,2.552211,26.8543,0.787252,2.672497,24.1781,0.663982,2.696211
365,0.005896,0.258195,30.7271,0.863198,2.552778,26.7339,0.782830,2.671907,24.0727,0.657701,2.694302
366,0.005897,0.257463,30.7457,0.864616,2.551453,26.7730,0.785736,2.671320,24.1210,0.661921,2.694654
367,0.005889,0.255565,30.7225,0.862989,2.550700,26.6819,0.781293,2.670032,24.0758,0.658158,2.692221
368,0.005892,0.258150,30.6968,0.864443,2.551636,26.7607,0.785030,2.670927,24.1057,0.661247,2.695527
369,0.005880,0.255917,30.7180,0.862608,2.552671,26.6968,0.779526,2.671965,24.0998,0.657966,2.695509
370,0.005883,0.258556,30.7951,0.865178,2.553152,26.8289,0.786533,2.672884,24.1791,0.663529,2.696603
371,0.005888,0.263416,30.7656,0.864183,2.552516,26.7557,0.784256,2.672206,24.1197,0.661170,2.694543
372,0.005870,0.257029,30.7970,0.865293,2.552689,26.8384,0.786926,2.672493,24.1696,0.664365,2.696470
373,0.005876,0.246109,30.7858,0.864893,2.552569,26.8001,0.786124,2.672135,24.1549,0.663449,2.696007
374,0.005877,0.260002,30.7852,0.865055,2.552570,26.8121,0.786576,2.672320,24.1429,0.662662,2.696004
375,0.005874,0.254987,30.8161,0.865718,2.551235,26.7919,0.785972,2.670956,24.1335,0.663115,2.693876
376,0.005874,0.255535,30.7012,0.862838,2.550748,26.6565,0.780886,2.669927,24.0510,0.657486,2.691929
377,0.005864,0.258888,30.7150,0.863632,2.549271,26.6283,0.780514,2.668451,24.0360,0.658397,2.689930
378,0.005867,0.259238,30.7963,0.864955,2.551946,26.7653,0.784945,2.671293,24.1358,0.662634,2.694737
379,0.005856,0.254401,30.7067,0.863090,2.549898,26.6639,0.780372,2.669992,24.0429,0.656719,2.690877
380,0.005865,0.256709,30.8300,0.865963,2.553994,26.8715,0.788371,2.673907,24.2029,0.665295,2.699032
381,0.005855,0.248013,30.6370,0.860889,2.548712,26.5182,0.774850,2.667691,23.9503,0.651355,2.686816
382,0.005864,0.262745,30.7541,0.864230,2.550035,26.7030,0.782494,2.669717,24.0781,0.659418,2.691089
383,0.005849,0.257486,30.7707,0.864067,2.553273,26.7577,0.783044,2.672712,24.1273,0.660529,2.696507
384,0.005856,0.253966,30.7664,0.864340,2.551935,26.7089,0.782870,2.671083,24.0832,0.659750,2.693267
385,0.005853,0.253953,30.7233,0.863546,2.550102,26.6496,0.780173,2.669370,24.0565,0.657759,2.691095
386,0.005847,0.265300,30.7515,0.864161,2.550938,26.7421,0.783514,2.670736,24.0970,0.659626,2.692313
387,0.005837,0.254825,30.7145,0.862953,2.550927,26.7060,0.780917,2.670408,24.0716,0.657438,2.692601
388,0.005842,0.253292,30.7422,0.863932,2.549833,26.7188,0.783201,2.669623,24.0573,0.658610,2.690330
389,0.005843,0.257405,30.7444,0.863902,2.550538,26.7331,0.783796,2.670864,24.0696,0.659113,2.691889
390,0.005839,0.257295,30.7285,0.863435,2.551533,26.6756,0.780796,2.670669,24.0698,0.658053,2.693174
391,0.005845,0.255170,30.8081,0.865594,2.552104,26.8233,0.787339,2.672131,24.1403,0.663585,2.694676
392,0.005838,0.257609,30.7121,0.863385,2.550060,26.7008,0.781838,2.669889,24.0483,0.657487,2.690575
393,0.005832,0.258434,30.7751,0.864733,2.551739,26.7692,0.785509,2.671801,24.1170,0.661334,2.693915
394,0.005837,0.254024,30.8231,0.866080,2.552245,26.8289,0.787801,2.671961,24.1622,0.664542,2.695732
395,0.005836,0.250424,30.7580,0.864979,2.550046,26.7283,0.784837,2.669546,24.0922,0.661193,2.691279
396,0.005828,0.258780,30.7113,0.863014,2.549918,26.6342,0.779804,2.669090,24.0262,0.656631,2.690057
397,0.005829,0.257999,30.7834,0.864793,2.553232,26.7927,0.785506,2.672184,24.1477,0.662489,2.696542
398,0.005828,0.260143,30.7787,0.864963,2.551629,26.7180,0.783410,2.670744,24.0995,0.660910,2.693405
399,0.005825,0.255796,30.7264,0.863304,2.551487,26.6740,0.780800,2.670725,24.0707,0.658239,2.692828
400,0.005821,0.249354,30.7393,0.863871,2.550213,26.6779,0.781490,2.669706,24.0761,0.658857,2.691666
401,0.005824,0.264772,30.7474,0.863942,2.550915,26.6802,0.781732,2.670090,24.0823,0.659402,2.692205
402,0.005818,0.256667,30.7669,0.864368,2.550844,26.7367,0.783324,2.670528,24.0984,0.659801,2.692435
403,0.005817,0.256687,30.7353,0.863786,2.549593,26.6619,0.781075,2.669136,24.0344,0.657115,2.689762
404,0.005811,0.257577,30.7919,0.865124,2.551428,26.7911,0.785721,2.671455,24.1253,0.661895,2.693850
405,0.005813,0.245161,30.7643,0.864350,2.551674,26.7566,0.784358,2.671279,24.1185,0.661181,2.694244
406,0.005815,0.262960,30.7620,0.864247,2.550871,26.6773,0.782513,2.670272,24.0808,0.659519,2.691923
407,0.005804,0.256753,30.7692,0.865375,2.549178,26.6658,0.783859,2.668862,24.0630,0.660207,2.690033
408,0.005806,0.255523,30.7118,0.863326,2.549624,26.5964,0.779338,2.668614,23.9968,0.655780,2.689020
409,0.005805,0.251106,30.7160,0.863348,2.550203,26.6967,0.781032,2.670130,24.0472,0.657408,2.690727
410,0.005802,0.250851,30.7224,0.863190,2.551339,26.6586,0.780271,2.670115,24.0469,0.657240,2.691048
411,0.005810,0.262809,30.7166,0.863001,2.550763,26.6522,0.780000,2.670102,24.0346,0.655980,2.690705
412,0.005803,0.259070,30.7719,0.864615,2.551877,26.7246,0.784019,2.670834,24.1038,0.661003,2.693984
413,0.005804,0.254770,30.7309,0.863553,2.549782,26.6462,0.780965,2.668845,24.0516,0.658082,2.689951
414,0.005800,0.256049,30.7424,0.864303,2.550800,26.6832,0.782670,2.670137,24.0675,0.659958,2.692567
415,0.005797,0.250102,30.7289,0.863659,2.549094,26.6043,0.779371,2.668155,24.0184,0.656822,2.688955
416,0.005798,0.261822,30.7182,0.863699,2.548480,26.5654,0.779516,2.667773,23.9863,0.655957,2.686850
417,0.005795,0.256131,30.7856,0.864928,2.551556,26.7876,0.785591,2.671640,24.1060,0.660770,2.692950
418,0.005793,0.252187,30.6951,0.862767,2.549847,26.6295,0.779295,2.668746,23.9960,0.655156,2.688939
419,0.005788,0.261120,30.7793,0.864626,2.552205,26.7414,0.783366,2.671143,24.1245,0.661691,2.694993
420,0.005787,0.252316,30.7165,0.863829,2.550329,26.6845,0.782246,2.670223,24.0375,0.657433,2.690690
421,0.005796,0.251889,30.7306,0.863565,2.550590,26.6603,0.781584,2.669893,24.0480,0.657850,2.691079
422,0.005790,0.257717,30.7703,0.864703,2.550613,26.7087,0.783086,2.670024,24.0805,0.660291,2.691462
423,0.005787,0.254261,30.7130,0.863011,2.550782,26.6962,0.782333,2.670303,24.0333,0.657319,2.690934
424,0.005790,0.256504,30.7065,0.862903,2.550339,26.6438,0.780111,2.669507,24.0281,0.656669,2.690007
425,0.005783,0.260162,30.7352,0.863906,2.550249,26.6577,0.781798,2.669699,24.0316,0.657854,2.689884
426,0.005783,0.256531,30.7513,0.864263,2.550194,26.6858,0.783237,2.669763,24.0541,0.659183,2.689972
427,0.005780,0.255915,30.7085,0.863126,2.551135,26.5893,0.778242,2.669274,24.0502,0.657595,2.692370
428,0.005773,0.259131,30.7341,0.863905,2.549836,26.6779,0.782160,2.669596,24.0354,0.657912,2.689767
429,0.005775,0.251474,30.7234,0.863666,2.549571,26.6285,0.780872,2.668719,24.0215,0.657461,2.689203
430,0.005774,0.256021,30.7077,0.863195,2.549951,26.6487,0.781266,2.669443,24.0082,0.656531,2.689489
431,0.005778,0.252643,30.7087,0.862927,2.550064,26.6747,0.780910,2.669761,24.0256,0.656369,2.689943
432,0.005775,0.254622,30.7393,0.863985,2.551387,26.7324,0.783571,2.670718,24.0833,0.659840,2.692554
433,0.005770,0.252524,30.7377,0.864161,2.549548,26.6475,0.782346,2.669391,24.0255,0.658071,2.689171
434,0.005774,0.257203,30.7701,0.864594,2.551500,26.7096,0.783031,2.670447,24.0735,0.659775,2.692214
435,0.005774,0.251359,30.7118,0.863241,2.550010,26.6487,0.780703,2.669542,24.0248,0.657101,2.689645
436,0.005774,0.255870,30.8030,0.865376,2.552973,26.8044,0.786190,2.672435,24.1460,0.662931,2.695635
437,0.005767,0.258910,30.7581,0.864251,2.551096,26.7034,0.783140,2.670261,24.0654,0.659204,2.691576
438,0.005772,0.257557,30.7233,0.863147,2.551015,26.6566,0.780065,2.670109,24.0397,0.656716,2.691625
439,0.005772,0.262288,30.7543,0.864138,2.551411,26.7192,0.782383,2.670587,24.0822,0.659507,2.692011
440,0.005763,0.256655,30.7318,0.863795,2.550371,26.6701,0.781905,2.669854,24.0438,0.658184,2.690474
441,0.005766,0.254564,30.7026,0.862936,2.549501,26.6331,0.780720,2.669203,24.0065,0.656088,2.688435
442,0.005762,0.260745,30.7154,0.863238,2.550297,26.6267,0.779974,2.669600,24.0129,0.656197,2.689656
443,0.005762,0.250672,30.7206,0.863528,2.549375,26.6047,0.780296,2.668881,24.0148,0.656910,2.689051
444,0.005761,0.260454,30.7739,0.864959,2.550588,26.7150,0.783923,2.670133,24.0697,0.660258,2.691582
445,0.005758,0.258790,30.7506,0.864187,2.550478,26.6549,0.781732,2.669658,24.0562,0.658900,2.690598
446,0.005763,0.254766,30.7408,0.863669,2.551814,26.7381,0.783254,2.671249,24.0776,0.659283,2.692786
447,0.005761,0.260504,30.7509,0.864149,2.550861,26.6903,0.782652,2.670240,24.0666,0.659131,2.691500
448,0.005757,0.251954,30.7457,0.863921,2.551466,26.7218,0.782972,2.670949,24.0642,0.658950,2.691620
449,0.005756,0.252999,30.7093,0.863021,2.550046,26.6480,0.780568,2.669552,24.0246,0.656645,2.690196
450,0.005751,0.258479,30.7522,0.864062,2.550973,26.7057,0.783180,2.670743,24.0701,0.659340,2.691858
451,0.005748,0.248445,30.7441,0.864125,2.550159,26.6415,0.781619,2.669191,24.0475,0.658687,2.690407
452,0.005754,0.253227,30.7312,0.863584,2.550938,26.6727,0.781540,2.670275,24.0544,0.658186,2.691311
453,0.005754,0.251301,30.7289,0.863651,2.550233,26.6612,0.781098,2.669579,24.0386,0.657640,2.690154
454,0.005754,0.258868,30.7607,0.864250,2.551375,26.7124,0.782650,2.670659,24.0814,0.659534,2.692465
455,0.005749,0.260168,30.7284,0.863667,2.549944,26.6453,0.781303,2.669336,24.0266,0.657415,2.689761
456,0.005748,0.250114,30.7390,0.863776,2.550713,26.6902,0.782166,2.669920,24.0532,0.658748,2.690972
457,0.005749,0.260584,30.7357,0.863829,2.549682,26.6370,0.780889,2.669121,24.0256,0.657111,2.689072
458,0.005752,0.249246,30.7459,0.863977,2.550435,26.6722,0.781770,2.669889,24.0467,0.658050,2.690810
459,0.005751,0.251560,30.7346,0.863891,2.549261,26.6248,0.780849,2.668652,24.0170,0.657349,2.688404
460,0.005748,0.262525,30.7402,0.863786,2.550693,26.6989,0.782608,2.670351,24.0519,0.658389,2.691244
461,0.005747,0.257185,30.7427,0.863958,2.550529,26.7108,0.783315,2.670413,24.0505,0.658424,2.690612
462,0.005751,0.251685,30.7490,0.864261,2.550149,26.7014,0.783336,2.670063,24.0449,0.658294,2.690070
463,0.005748,0.262635,30.7462,0.864091,2.550085,26.6708,0.782100,2.669779,24.0396,0.657922,2.690242
464,0.005746,0.259034,30.7574,0.864425,2.550689,26.7085,0.783735,2.670436,24.0582,0.659210,2.690907
465,0.005746,0.255339,30.7391,0.863913,2.550552,26.6419,0.781044,2.669521,24.0464,0.658507,2.690675
466,0.005745,0.255459,30.7529,0.864366,2.549981,26.6919,0.783581,2.670146,24.0277,0.658033,2.690076
467,0.005748,0.251039,30.7473,0.864083,2.550546,26.7031,0.783127,2.670370,24.0397,0.658111,2.690178
468,0.005747,0.260638,30.7649,0.864523,2.550944,26.6914,0.783044,2.670456,24.0715,0.659683,2.692077
469,0.005742,0.261328,30.7435,0.864029,2.550532,26.6853,0.783053,2.670051,24.0428,0.658375,2.690208
470,0.005742,0.251751,30.7424,0.864021,2.550604,26.6868,0.783073,2.670274,24.0539,0.658793,2.690887
471,0.005742,0.252696,30.7450,0.863940,2.550596,26.6647,0.781752,2.669600,24.0378,0.657859,2.689769
472,0.005741,0.252016,30.7520,0.864316,2.550114,26.6667,0.781960,2.669305,24.0284,0.657856,2.689332
473,0.005744,0.249277,30.7380,0.863874,2.550077,26.6443,0.781311,2.669391,24.0389,0.657864,2.689758
474,0.005745,0.251187,30.7484,0.864102,2.550673,26.6704,0.782042,2.669760,24.0560,0.658938,2.691103
475,0.005743,0.265358,30.7625,0.864430,2.550891,26.6981,0.782994,2.670354,24.0660,0.659314,2.691234
476,0.005741,0.253424,30.7456,0.863969,2.551046,26.6921,0.783017,2.670151,24.0590,0.659024,2.691120
477,0.005744,0.259706,30.7332,0.863859,2.550240,26.6359,0.781102,2.669466,24.0384,0.658070,2.690064
478,0.005741,0.258302,30.7361,0.863765,2.550547,26.6598,0.781364,2.669899,24.0344,0.657503,2.690500
479,0.005742,0.259081,30.7391,0.863927,2.550141,26.6349,0.781133,2.669491,24.0166,0.656817,2.689470
480,0.005738,0.258838,30.7477,0.864198,2.549987,26.6329,0.780897,2.669448,24.0240,0.657235,2.689692
481,0.005740,0.264050,30.7425,0.863957,2.550370,26.6612,0.781800,2.669739,24.0395,0.658032,2.689958
482,0.005740,0.256072,30.7340,0.863748,2.550139,26.6442,0.781156,2.669582,24.0326,0.657465,2.689909
483,0.005738,0.259632,30.7734,0.864738,2.550948,26.6912,0.782983,2.670272,24.0763,0.660206,2.691648
